user,task,attempt,start_time,text_system,text_user,asr_hypothesis,speaker,rating,asr_confidence,asr_time,barge-in,n_sys_words,n_user_words,sysTurnDuration,userTurnDuration,system_speech_act,WER,WER_moved,num_turns,num_sorry,mean_WER,mean_asr_conf,sum_barge,mean_sys_words,SSA_sorry,SSA_info,SSA_confirm
9,3,1,126,,"Ja,",ja,u,,80,131,0,,1,,1,,0,,,,,,,,,,
9,3,1,131,"Vielen Dank, Die gewünschte Änderung wird in Kürze für Sie durchgeführt, Hier noch ein Tipp für zukünftige Änderungen, Wenn Sie möchten können Sie mir gleich zu Beginn Ihren kompletten Änderungswunsch nennen, Also zum Beispiel ich möchte Rückruf bei Besetzt aktivieren, So sparen Sie Zeit und gelangen sofort zur Bestätigung Ihrer Angaben, #NS Sie befinden sich nun wieder am Start,",,,s,,,,0,59,,25,,ASKFORINFO NAV,,0,13,0,0,73.1666666667,0,39.4285714286,0,0,0
10,3,2,5,"Schön dass Sie unser Kunde sind, Dieser Anruf ist kostenfrei,",,,s,,,,0,10,,4,,WELCOME,,,,,,,,,0,0,0
10,3,2,12,Ich habe einige interessante Tipps unter anderem zu den Themen Xtra-Optionen sowie Xtra-,"Tarifoptionen ändern,",,s u,,0,,1,13,2,6,6,,0.6666666667,,,,,,,,,,
10,3,2,19,"Okay Sie möchten die Einstellung einer Tarifoption ändern, Zunächst Ihr Status, Die Tarifoption Xtra Nonstop Plus ist für Sie eingerichtet, Xtra Weekend ist für Sie eingerichtet, Die Xtra S_ M_ S_ Sparoption S_ ist nicht eingerichtet, Okay soweit Ihr Status, Welche Option möchten Sie nun ändern? Xtra Nonstop Plus Xtra Weekend oder die S_ M_ S_ Sparoption S_?",,,s,,,,0,58,,29,,INFO ASKFORINFO,,0.6666666667,,,,,,,0,1,0
10,3,2,48,,"Xtra Weekend,",xtra weekend,u,,67,52,0,,2,,1,,0,,,,,,,,,,
10,3,2,53,"Bevor wir zur Bestätigung kommen noch ein Hinweis, Xtra Weekend kann nur nach Ablauf eines Monats bezogen auf das Aktivierungsdatum deaktiviert werden, Je nachdem wann genau Sie diese Option gebucht haben ist Xtra Weekend also möglicherweise noch ein paar Tage aktiviert, Dennoch nehmen wir natürlich Ihren Wunsch entgegen, Sie möchten also Xtra Weekend deaktivieren ist das richtig?",,,s,5,,,0,57,,26,,INFO ASKCONFIRM,,0,5,0,0.3333333333,33.5,1,34.5,0,1,1
10,3,2,79,,"Ja,",,u,5,0,,0,,1,,1,,0,,1,0,,0,0,,,,
10,3,2,81,"Vielen Dank, Die gewünschte Änderung wird in Kürze für Sie durchgeführt, #NS Sie befinden sich nun wieder am Start, Was",,,s,,,,0,20,,9,,NAV,,0,1,0,0,,0,20,0,0,0
11,3,1,0,"#NS Hallo und herzlich Willkommen beim Kundenservice der Telekom, Schön dass Sie unser Kunde sind, Dieser Anruf ist kostenfrei, Ich habe einige interessante Tipps unter anderem zu den Themen Xtra-Optionen sowie Xtra-Guthaben, Neugierig? Dann sagen Sie jetzt Tipps, Sie können mir aber auch jetzt direkt Ihr Anliegen nennen als Stichwort oder im ganzen Satz,",,,s,,,,0,54,,24,,ASKFORINFO WELCOME,,,,,,,,,0,0,0
11,3,1,24,Ist die Option Xtra Weekend aktiviert?,Probieren Sie,in die option xtra weekend aktivieren,s u,,69,28,1,6,2,2,2,,2.5,,,,,,,,,,
11,3,1,28,"Die Tarifoption Xtra Weekend ist bereits für Sie eingerichtet, #NS Sie befinden sich nun wieder am Start, Was kann ich noch für Sie tun?",,,s,,,,0,24,,10,,INFO ASKFORINFO NAV,,2.5,,,,,,,0,1,0
11,3,1,38,,"Xtra Weekend abbestellen,",xtra weekend abbestellen,u,,74,41,0,,3,,2,,0,,,,,,,,,,
11,3,1,41,"Xtra Weekend ist für Sie eingerichtet, Bevor wir zur Bestätigung kommen noch ein Hinweis, Xtra Weekend kann nur nach Ablauf eines Monats bezogen auf das Aktivierungsdatum deaktiviert werden, Je nachdem wann genau Sie diese Option gebucht haben ist Xtra Weekend also möglicherweise noch ein paar Tage aktiviert, Dennoch nehmen wir natürlich Ihren Wunsch entgegen, Sie möchten also Xtra Weekend deaktivieren ist das richtig?",,,s,,,,0,63,,30,,INFO ASKCONFIRM,,0,,,,,,,0,1,1
11,3,1,71,,"Ja,",ja,u,,88,74,0,,1,,1,,0,,,,,,,,,,
11,3,1,76,"Vielen Dank, Die gewünschte Änderung wird in Kürze für Sie durchgeführt, #NS Sie befinden sich nun wieder am Start, Was kann ich no-",,,s,,,,0,23,,10,,NAV,,0,7,0,0.8333333333,77,1,34,0,0,0
12,3,1,0,"#NS Hallo und herzlich Willkommen beim Kundenservice der Telekom, Schön dass Sie unser Kunde sind, Dieser Anruf ist kostenfrei, Ich habe einige interessante Tipps unter anderem zu den Themen Xtra-Optionen sowie Xtra-Guthaben, Neugierig? Dann sagen Sie jetzt Tipps, Sie können mir aber auch jetzt direkt Ihr Anliegen nennen als Stichwort oder im ganzen Satz,",,,s,,,,0,54,,23,,ASKFORINFO WELCOME,,,,,,,,,0,0,0
12,3,1,23,Probieren Sie es ei-,"Ex Xtra Weekend,",,s u,,0,,1,4,3,3,3,,0.6666666667,,,,,,,,,,
12,3,1,29,"Entschuldigung ich konnte Sie leider nicht verstehen, Am besten nennen Sie mir ein Stichwort oder einen kurzen Satz, Bitte wiederholen Sie Ihr Anliegen,",,,s,4,,,0,23,,9,,SORRY ASKFORINFO,,0.6666666667,3,1,0.6666666667,0,1,27,1,0,0
12,3,1,38,,"Option Xtra Weekend,",option xtra weekend,u,,74,43,0,,3,,2,,0,,,,,,,,,,
12,3,1,43,"Telefonieren Sie samstags und sonntags kostenfrei ins Telekom-Mobilfunktnetz und deutsche Festnetz mit der auch in Ihrem Tarif verfügbaren Option Xtra Weekend, Interessiert? Dann sagen Sie Informationen über Xtra Weekend oder Xtra Weekend buchen, #NS",,,s,,,,0,34,,18,,,,0,,,,,,,,,
12,3,1,61,,"Xtra Weekend buchen,",xtra weekend buchen,u,,66,66,0,,3,,2,,0,,,,,,,,,,
12,3,1,66,"Die Tarifoption Xtra Weekend ist bereits für Sie eingerichtet, #NS",,,s,,,,0,10,,6,,INFO,,0,,,,,,,0,1,0
12,3,1,72,Sie befinden,"Xtra a Xtra Weekend abbestellen,",xtra nachstes weekend abbestellen,s u,3,59,77,1,2,5,3,3,,0.4,,5,0,0,66.3333333333,1,15.3333333333,,,
12,3,1,77,"die Option Next Weekend wird nicht mehr angeboten, Bitte verlangen Sie zu diesem Thema einen Kundenberater, #NS Sie befinden sich nun wieder am Start, Was kann ich noch für Sie tun?",,,s,,,,0,31,,13,,ASKFORINFO NAV,,0.4,,,,,,,0,0,0
12,3,1,90,,Wie kann ich die Option Xtra Weekend abbestellen?,wie kann ich die option xtra weekend abschalten,u,,57,95,0,,8,,4,,0.125,,,,,,,,,,
12,3,1,95,"Mit Xtra Weekend können Sie am Wochenende für null Cent telefonieren, Der Optionspreis beträgt lediglich vier Euro neunundneunzig monatlich, Zu Xtra Weekend habe ich übrigens noch mehr, Wünschen Sie zu diesem Thema noch zusätzliche Informationen?",,,s,,,,0,35,,17,,,,0.125,,,,,,,,,
12,3,1,112,,"Nein,",nein,u,,88,117,0,,1,,1,,0,,,,,,,,,,
12,3,1,117,"#NS Sie befinden sich nun wieder am Start, Was kann ich noch für Sie tun?",,,s,,,,0,15,,7,,ASKFORINFO NAV,,0,,,,,,,0,0,0
12,3,1,124,,"Ich möchte die Option Xtra Weekend abbestellen,",ich mochte die option xtra weekend abbestellen,u,,70,129,0,,7,,4,,0,,,,,,,,,,
12,3,1,130,"Bevor wir zur Bestätigung kommen noch ein Hinweis, Xtra Weekend kann nur nach Ablauf eines Monats bezogen auf das Aktivierungsdatum deaktiviert werden, Je nachdem wann genau Sie diese Option gebucht haben ist Xtra Weekend also möglicherweise noch ein Paar Tage aktiviert, Dennoch nehmen wir natürlich Ihren Wunsch entgegen, Sie möchten also Xtra Weekend deaktivieren, Ist das richtig?",,,s,,,,0,57,,26,,INFO ASKCONFIRM,,0,,,,,,,0,1,1
12,3,1,156,,"Ja,",ja,u,4,89,160,0,,1,,1,,0,,8,0,0.13125,76,0,34.5,,,
12,3,1,160,"Vielen Dank, Die gewünschte Änderung wird in Kürze für Sie durchgeführt, #NS Sie befinden",,,s,,,,0,14,,8,,,,0,1,0,0,,0,14,,,
13,3,1,0,"#NS Hallo und herzlich Willkommen beim Kundenservice der Telekom, Schön dass Sie unser Kunde sind, Dieser Anruf ist kostenfrei, Ich habe einige interessante Tipps unter anderem zu den Themen Xtra-Optionen sowie Xtra-Guthaben, Neugierig? Dann sagen Sie jetzt Tipps, Sie können mir aber auch jetzt direkt Ihr Anliegen nennen als Stichwort oder im ganzen Satz, Probieren Sie es einfach mal aus,",,,s,,,,0,60,,26,,ASKFORINFO WELCOME,,,,,,,,,0,0,0
13,3,1,26,,"Aktivierung Option Xtra Weekend,",aktivierung option xtra weekend,u,,71,31,0,,4,,4,,0,,,,,,,,,,
13,3,1,32,"Die Tarifoption Xtra Weekend ist bereits für Sie eingerichtet, #NS Sie befinden sich nun wieder am Start, Was kann ich noch für Sie tun?",,,s,,,,0,24,,11,,INFO ASKFORINFO NAV,,0,,,,,,,0,1,0
13,3,1,43,,"Abbestellung Option Xtra Weekend,",abbestellen option xtra weekend,u,,67,46,0,,4,,2,,0,,,,,,,,,,
13,3,1,47,"Xtra Weekend ist für Sie eingerichtet, Bevor wir zur Bestätigung kommen noch ein Hinweis, Xtra Weekend kann nur nach Ablauf eines Monats bezogen auf das Aktivierungsdatum deaktiviert werden, Je nachdem wann genau Sie diese Option gebucht haben ist Xtra Weekend also möglicherweise noch ein paar Tage aktiviert, Dennoch nehmen wir natürlich Ihren Wunsch entgegen, Sie möchten also Xtra Weekend deaktivieren ist das richtig?",,,s,,,,0,63,,29,,INFO ASKCONFIRM,,0,,,,,,,0,1,1
13,3,1,76,,"Ja,",ja,u,,67,79,0,,1,,1,,0,,,,,,,,,,
13,3,1,80,"Vielen Dank, Die gewünschte Änderung wird in Kürze für Sie durchgeführt,",,,s,5,,,0,11,,5,,,,0,7,0,0,68.3333333333,0,39.5,,,
13,3,1,87,"Sie befinden sich nun wieder am Start, Was kann ich noch für Sie tun?",,,s,,,,0,14,,4,,ASKFORINFO NAV,,,1,0,,,0,14,0,0,0
14,3,1,0,"#NS Hallo und herzlich Willkommen beim Kundenservice der Telekom, Schön dass Sie unser Kunde sind, Dieser Anruf ist kostenfrei, Ich habe einige interessante Tipps unter anderem zu den Themen Xtra-Optionen sowie Xtra-Guthaben, Neugierig? Dann sagen Sie jetzt Tipps, Sie können mir aber auch jetzt direkt Ihr Anliegen nennen als Stichwort oder im ganzen Satz, Probieren Sie es einfach mal aus,",,,s,,,,0,60,,26,,ASKFORINFO WELCOME,,,,,,,,,0,0,0
14,3,1,26,,"Tarifoptionen,",tarif option,u,,74,31,0,,1,,1,,0.5,,,,,,,,,,
14,3,1,30,"Einhundert S_ M_ S_ für neunundzwanzig Cent oder am Wochenende für null Cent telefonieren? Mit Tarifoptionen haben Sie echte Xtra-Möglichkeiten,",,,s,,,,0,20,,10,,,,0.5,,,,,,,,,
14,3,1,40,Für mehr dazu sagen Sie,"Weekend,",weekend,s u,,70,44,1,5,1,2,2,,0,,,,,,,,,,
14,3,1,43,"Xtra Weekend ist für Sie eingerichtet, Sie haben folgende Möglichkeiten, Sie können die Einstellung ändern oder Informationen anhören, Was möchten Sie tun?",,,s,,,,0,22,,11,,INFO ASKFORINFO,,0,,,,,,,0,1,0
14,3,1,54,Sie gelangen wiede-,"Status,",status,u s,,75,57,1,3,1,2,2,,0,,,,,,,,,,
14,3,1,57,"Xtra Weekend ist für Sie eingerichtet,",,,s,,,,0,6,,4,,INFO,,0,,,,,,,0,1,0
14,3,1,61,"Okay jetzt brauchen Sie mir nur zu sagen was Sie tun möchten, Also zum Beispiel ich möchte meinen Tarif wechseln oder ich möchte Informationen zu Xtra Roaming anhören,",,,s,,,,0,28,,12,,ASKFORINFO ASKCONFIRM,,,,,,,,,0,0,1
14,3,1,73,,"Äh Xtra Weekend,",neue xtra weekend,u,,58,79,0,,3,,3,,0,,,,,,,,,,
14,3,1,78,"Xtra Weekend ist für Sie eingerichtet,",,,s,,,,0,6,,4,,INFO,,0,,,,,,,0,1,0
14,3,1,82,Okay,"Abbestellen,",abbestellen,u s,3,75,85,1,1,1,1,1,,0,,11,0,0.125,70.4,3,16.7777777778,,,
14,3,1,85,"Bevor wir zur Bestätigung kommen noch ein Hinweis, Xtra Weekend kann nur nach Ablauf eines Monats bezogen auf das Aktivierungsdatum deaktiviert werden, Je nachdem wann genau Sie diese Option gebucht haben ist Xtra Weekend also möglicherweise noch ein paar Tage aktiviert, Dennoch nehmen wir natürlich Ihren Wunsch entgegen, Sie möchten also Xtra Weekend deaktivieren ist das richtig?",,,s,,,,0,57,,25,,INFO ASKCONFIRM,,0,,,,,,,0,1,1
14,3,1,110,,"Ja,",ja,u,,79,113,0,,1,,1,,0,,,,,,,,,,
14,3,1,113,"Vielen Dank, Die gewünschte Änderung wird in Kürze für Sie durchgeführt, #NS Sie befinden sich nun wieder am Start, Was kann ich noch für",,,s,5,,,0,24,,10,,NAV,,0,0,0,,,0,,0,0,0
15,3,1,0,"#NS Hallo und herzlich Willkommen beim Kundenservice der Telekom, Schön dass Sie unser Kunde sind, Dieser Anruf ist kostenfrei, Ich habe einige interessante Tipps unter anderem zu den Themen Xtra-Optionen sowie Xtra-Guthaben, Neugierig? Dann sagen Sie jetzt Tipps, Sie können mir aber auch jetzt direkt Ihr Anliegen nennen als Stichwort oder im ganzen Satz, Probieren Sie es einfach mal aus,",,,s,,,,0,60,,26,,ASKFORINFO WELCOME,,,,,,,,,0,0,0
15,3,1,26,,"Option Xtra Weekend,",option xtra weekend,u,,74,31,0,,3,,3,,0,,,,,,,,,,
15,3,1,35,und deutsche Festnetz mit der auch,Information?,informationen,s u,,80,39,1,6,1,3,3,,0,0,,,,,,,,,
15,3,1,40,"Okay, Zu welchem Thema möchten Sie Informationen? Ich nenne Ihnen jetzt möglichen Themen, Unterbrechen Sie mich dabei ruhig, Sagen Sie entweder Tarife Tarifoptionen Option Xtra Nonstop Plus Xtra Weekend Xtra S_ M_ S_ Sparoption",,,s,,,,0,34,,18,,ASKFORINFO,,0,,,,,,,0,0,0
15,3,1,58,Xtra Dat-,"Xtra Weekend,",xtra weekend,s u,4,66,61,1,2,2,2,2,,0,,5,0,0,73.3333333333,2,25.5,,,
15,3,1,61,"Mit Xtra Weekend können Sie am Wochenende für null Cent telefonieren, Der Optionspreis beträgt lediglich vier Euro neunundneunzig monatlich, Zu Xtra Weekend habe ich übrigens noch mehr, Wünschen Sie zu diesem Thema noch zusätzliche Informationen?",,,s,,,,0,35,,17,,,,0,,,,,,,,,
15,3,1,78,,"Äh eigen eigener Tarif,",,u,,0,,0,,4,,2,,0.75,,,,,,,,,,
15,3,1,82,Würden Sie das bitte noch eimal wiederholen?,,,s,3,,,0,7,,2,,SORRY,,0.75,3,1,0.375,0,0,21,1,0,0
15,3,1,84,,"Eigener Tarif,",,u,3,0,,0,,2,,2,,0.5,,1,0,,0,0,,,,
15,3,1,88,"Leider konnte ich Ihre Äußerung nicht eindeutig zuordnen, Sie haben gerade Informationen gehört, Wenn Sie diese noch einmal hören möchten wiederholen Sie bitte jetzt Ihren Infowunsch,",,,s,,,,0,26,,10,,SORRY,,0.5,,,,,,,1,0,0
15,3,1,98,,Konto?,konto,u,,77,102,0,,1,,2,,0,,,,,,,,,,
15,3,1,103,"Der Kontoservice informiert Sie über Ihr noch verfügbares Gesprächsguthaben, Mit der Kurzwahl zweitausend können Sie jederzeit Ihr aktuelles Xtra-Guthaben abfragen oder aufladen, Ihr Gesprächsguthaben können Sie übrigens auch direkt über Ihr Handy abrufen, Geben Sie dafür über die Tastatur folgenden Xtra-Code ein, Stern einhundert Raute, Abschließend noch die grüne Hörertaste drücken und schon sehen Sie Ihr Xtra-Guthaben auf dem Handydisplay, Die Kontostandabfrage via Xtra-Code ist übrigens auch im Ausland kostenfrei, Ein Tipp für's nächste Mal, Sie können mir Ihren Wunsch auch gleich komplett sagen, #NS Sie befinden sich nun wieder am Start, Was kann ich noch für Sie tun?",,,s,2,,,0,99,,45,,ASKFORINFO NAV,,0,3,1,0.25,77,0,62.5,0,0,0
15,3,1,153,"Bitte treffen Sie Ihre Wahl,",Op-,,s u,,0,,1,5,1,1,1,ASKFORINFO,0,,,,,,,,0,0,0
15,3,1,154,"Meine folgenden Ansagen können Sie jederzeit durch Ihre Spracheingabe unterbrechen, Sie haben hier die Möglichkeit folgende Einstellungen Ihrer Telekom-Mobilfunkkarte zu ändern, Tarif Tarifoption Xtra Nonstop Plus Xtra Weekend",,,s,,,,0,28,,15,,ASKFORINFO,,0,,,,,,,0,0,0
15,3,1,169,Xtra,"Tarifoptionen,",,u s,,0,,1,1,1,2,2,,0.5,,,,,,,,,,
15,3,1,172,"Die Tarifoption Xtra Nonstop Plus ist für Sie eingerichtet,",,,s,,,,0,9,,4,,INFO,,0.5,,,,,,,0,1,0
15,3,1,186,Sie gelang-,"Äh Ändern,",,u s,4,0,,1,2,2,2,2,,0.5,,5,0,0.25,0,3,9,,,
15,3,1,189,"Okay Sie möchten die Einstellung einer Tarifoption ändern, Zunächst Ihr Status, Die Tarifoption Xtra Nonstop Plus ist für Sie eingerichtet, Xtra Weekend ist für Sie eingerichtet, Die Xtra S_ M_ S_ Sparoption S_ ist nicht eingerichtet, Okay soweit Ihr Status, Welche Option möchten Sie nun ändern?",,,s,,,,0,46,,23,,INFO ASKFORINFO,,0.5,,,,,,,0,1,0
15,3,1,212,Xtra Non-,X-,,s u,,0,,1,2,1,1,1,,0,,,,,,,,,,
15,3,1,213,,"Xtra Weekend,",,u,,0,,0,,2,,1,,0.5,0,,,,,,,,,
15,3,1,214,W-,,,s,,,,0,1,,1,,,,0.5,,,,,,,,,
15,3,1,215,"Leider konnte ich Ihre Äußerung nicht eindeutig zuordnen, Verwenden Sie jetzt eins der folgenden Stichworte, Sagen Sie entweder Xtra Nonstop Plus Xtra Weekend die S_ M_ S_ Sparoption S_",,,s,,,,0,29,,13,,SORRY,,,,,,,,,1,0,0
15,3,1,228,Xtra,"Xtra Weekend,",xtra weekend,u s,,72,230,1,1,2,1,1,,0,,,,,,,,,,
15,3,1,231,"Bevor wir zur Bestätigung kommen noch ein Hinweis, Xtra Weekend kann nur nach Ablauf eines Monats bezogen auf das Aktivierungsdatum deaktiviert werden, Je nachdem wann genau Sie diese Option gebucht haben ist Xtra Weekend also möglicherweise noch ein paar Tage aktiviert, Dennoch nehmen wir natürlich Ihren Wunsch entgegen, Sie möchten also Xtra Weekend deaktivieren ist das richtig?",,,s,,,,0,57,,26,,INFO ASKCONFIRM,,0,,,,,,,0,1,1
15,3,1,257,,"Ja,",ja,u,,70,261,0,,1,,1,,0,,,,,,,,,,
15,3,1,262,"Vielen Dank, Die gewünschte Änderung wird in Kürze für Sie durchgeführt, #NS Sie befinden sich nun wieder am Start, Was kann ich noch",,,s,,,,0,23,,10,,NAV,,0,9,1,0.2,35.5,2,22.7142857143,0,0,0
16,3,1,0,"#NS Hallo und herzlich Willkommen beim Kundenservice der Telekom, Schön dass Sie unser Kunde sind, Dieser Anruf ist kostenfrei, Ich habe einige interessante Tipps unter anderem zu den Themen Xtra-Optionen sowie Xtra-Guthaben, Neugierig? Dann sagen Sie jetzt Tipps,",,,s,,,,0,38,,19,,WELCOME,,,,,,,,,0,0,0
16,3,1,19,Sie können,"Tipps,",tipps,u s,,74,22,1,2,1,1,1,,0,,,,,,,,,,
16,3,1,23,"Okay hier unsere Tipps für Sie, Einhundert S_ M_ S_ für neunundzwanzig Cent oder am Wochenende für null Cent telefonieren? Mit Tarifoptionen haben Sie echte Xtra-Möglichkeiten, Für mehr dazu sagen Sie Informationen über Xtra-Optionen,",,,s,,,,0,34,,17,,,,0,,,,,,,,,
16,3,1,40,,"Informationen über Xtra,",information uber xtra,u,,78,43,0,,3,,1,,0,,,,,,,,,,
16,3,1,44,"Okay, Zu welchem Thema möchten Sie Informationen? Ich nenne Ihnen jetzt möglichen Themen, Unterbrechen Sie mich dabei ruhig, Sagen Sie entweder Tarife Tarifoptionen Option Xtra Nonstop Plus Xtra Weekend Xtra S_ M_ S_ Sparoption",,,s,,,,0,34,,18,,ASKFORINFO,,0,,,,,,,0,0,0
16,3,1,62,Xtra,"Xtra Weekend,",xtra weekend,u s,,75,66,1,1,2,1,1,,0,,,,,,,,,,
16,3,1,68,"Mit Xtra Weekend können Sie am Wochenende für null Cent telefonieren, Der Optionspreis beträgt lediglich vier Euro neunundneunzig monatlich, Zu Xtra Weekend habe ich übrigens noch mehr, Wünschen Sie zu diesem Thema noch zusätzliche Informationen?",,,s,,,,0,35,,16,,,,0,,,,,,,,,
16,3,1,84,,"Ja,",,u,,0,,0,,1,,2,,0,,,,,,,,,,
16,3,1,87,"Mit Xtra Weekend telefonieren kostenfrei von Samstag null Uhr bis Sonntag vierundzwanzig Uhr, Die Option gilt für Inlandsgespräche ins Telekom-Mobilfunknetz und ins Festnetz, Zubuchen können Sie Xtra Weekend zum Beispiel zum Tarif Xtra Nonstop, Aber auch in vielen anderen Xtra-Tarifen ist die Option nutzbar, Soweit die Informationen vom Sprachportal, Weitere Informationen finden Sie im Internet unter w_ w_ w_ Punkt Telekom Punkt D_ E_ Schrägstrich Mobilfunk, Ein Tipp für's nächste Mal, Sie können mir Ihren Wunsch auch gleich komplett sagen, #NS Sie befinden sich nun wieder am Start, Was kann ich noch für Sie tun?",,,s,,,,0,95,,42,,ASKFORINFO NAV,,0,,,,,,,0,0,0
16,3,1,129,,Option Xtra Weekend aktiviert?,,u,,0,,0,,4,,2,,0.75,,,,,,,,,,
16,3,1,132,"Die Tarifoption Xtra Weekend ist bereits für Sie eingerichtet, #NS",,,s,,,,0,10,,6,,INFO,,0.75,,,,,,,0,1,0
16,3,1,138,,"Option Xtra Weekend abbestellen,",,u,,0,,0,,4,,2,,0.75,,,,,,,,,,
16,3,1,142,"Bevor wir zur Bestätigung kommen noch ein Hinweis, Xtra Weekend kann nur nach Ablauf eines Monats bezogen auf das Aktivierungsdatum deaktiviert werden, Je nachdem wann genau Sie diese Option gebucht haben ist Xtra Weekend also möglicherweise noch ein Paar Tage aktiviert, Dennoch nehmen wir natürlich Ihren Wunsch entgegen, Sie möchten also Xtra Weekend deaktivieren, Ist das richtig?",,,s,,,,0,57,,26,,INFO ASKCONFIRM,,0.75,,,,,,,0,1,1
16,3,1,168,,"Ja,",,u,,0,,0,,1,,1,,0,,,,,,,,,,
16,3,1,170,"Vielen Dank, Die gewünschte Änderung wird in Kürze für Sie durchgeführt, #NS Sie befinden sich nun wieder am Start, Was kann ich noch fü Sie tun?",,,s,,,,0,26,,10,,ASKFORINFO NAV,,0,15,0,0.2142857143,32.4285714286,2,33.2,0,0,0
17,3,1,0,"#NS Hallo und herzlich Willkommen beim Kundenservice der Telekom, Schön dass Sie unser Kunde sind, Dieser Anruf ist kostenfrei, Ich habe einige interessante Tipps unter anderem zu den Themen Xtra-Optionen sowie Xtra-Guthaben, Neugierig? Dann sagen Sie jetzt Tipps, Sie können mir aber auch jetzt direkt Ihr Anliegen nennen als Stichwort oder im ganzen Satz, Probieren Sie es einfach mal aus,",,,s,,,,0,60,,27,,ASKFORINFO WELCOME,,,,,,,,,0,0,0
17,3,1,27,,"Xtra Weekend,",,u,,0,,0,,2,,2,,0.5,,,,,,,,,,
17,3,1,30,"Telefonieren Sie samstags und sonntags kostenfrei ins Telekom-Mobilfunktnetz und deutsche Festnetz mit der auch in Ihrem Tarif verfügbaren Option Xtra Weekend, Interessiert? Dann sagen Sie Informationen über Xtra Weekend oder Xtra Weekend buchen, #NS",,,s,,,,0,34,,19,,,,0.5,,,,,,,,,
17,3,1,49,Sie befinden si-,"Xtra Weekend buchen,",xtra weekend,u s,,69,53,1,3,3,2,2,,0.3333333333,,,,,,,,,,
17,3,1,54,"Xtra Weekend ist für Sie eingerichtet, Sie haben folgende Möglichkeiten, Sie können die Einstellung ändern oder Informationen anhören, Was möchten Sie tun?",,,s,,,,0,22,,10,,INFO ASKFORINFO,,0.3333333333,,,,,,,0,1,0
17,3,1,64,,"Ändern,",andern,u,,59,68,0,,1,,1,,0,,,,,,,,,,
17,3,1,69,"Bevor wir zur Bestätigung kommen noch ein Hinweis, Xtra Weekend kann nur nach Ablauf eines Monats bezogen auf das Aktivierungsdatum deaktiviert werden, Je nachdem wann genau Sie diese Option gebucht haben ist Xtra Weekend also möglicherweise noch ein paar Tage aktiviert, Dennoch nehmen wir natürlich Ihren Wunsch entgegen, Sie möchten also Xtra Weekend deaktivieren ist das richtig?",,,s,,,,0,57,,26,,INFO ASKCONFIRM,,0,,,,,,,0,1,1
17,3,1,95,,"Ja,",,u,,0,,0,,1,,1,,0,,,,,,,,,,
17,3,1,100,"Sie gelangen ohne Änderungen wieder an den Start des Sprachportals wenn Sie Hauptmenü sagen,",,,s,,,,0,14,,6,,NAV,,0,,,,,,,0,0,0
17,3,1,106,,"Hauptmenü,",,u,,0,,0,,1,,2,,0,,,,,,,,,,
17,3,1,109,"Es wurden keine Änderungen vorgenommen, #NS Sie befinden sich nun wieder am Start, Was kann ich noch für Sie tun?",,,s,,,,0,20,,9,,ASKFORINFO NAV,,0,,,,,,,0,0,0
17,3,1,127,"Xtra Weekend ist für Sie eingerichtet, Sie haben folgende Möglichkeiten, Sie können die Einstellung ändern oder Informationen anhören, Was möchten Sie tun?",,,s,,,,0,22,,10,,INFO ASKFORINFO,,,,,,,,,0,1,0
17,3,1,137,,"Ändern,",andern,u,,66,141,0,,1,,1,,0,,,,,,,,,,
17,3,1,142,"Bevor wir zur Bestätigung kommen noch ein Hinweis, Xtra Weekend kann nur nach Ablauf eines Monats bezogen auf das Aktivierungsdatum deaktiviert werden, Je nachdem wann genau Sie diese Option gebucht haben ist Xtra Weekend also möglicherweise noch ein Paar Tage aktiviert, Dennoch nehmen wir natürlich Ihren Wunsch entgegen, Sie möchten also Xtra Weekend deaktivieren, Ist das richtig?",,,s,,,,0,57,,26,,INFO ASKCONFIRM,,0,,,,,,,0,1,1
17,3,1,168,,"Ja,",ja,u,,91,170,0,,1,,1,,0,,,,,,,,,,
17,3,1,171,"Vielen Dank, Die gewünschte Änderung wird in Kürze für Sie durchgeführt, Hier noch ein Tipp für zukünftige Änderungen, Wenn Sie möchten können Sie mir",,,s,4,,,0,24,,9,,,,0,0,0,,,0,,,,
18,3,1,0,"#NS Hallo und herzlich willkommen beim Kundenservice der Telekom, Schön dass Sie unser Kunde sind, Dieser Anruf ist kostenfrei, Ich habe einige interessante Tipps unter Anderem zu den Themen Xtra-Optionen sowie Xtra-Guthaben, Neugierig? Dann sagen Sie jetzt Tipps, Sie können mir aber auch jetzt direkt Ihr Anliegen nennen Als Stichwort oder im ganzen Satz, Probieren Sie es einfach mal aus,",,,s,,,,0,60,,26,,ASKFORINFO WELCOME,,,,,,,,,0,0,0
18,3,1,26,,"Ich hätte gerne # Informationen zur Option Xtra Weekend,",,u,,0,,0,,9,,5,,0.8888888889,,,,,,,,,,
18,3,1,35,"Telefonieren Sie samstags und sonntags kostenfrei ins Telekom-Mobilfunknetz und deutsche Festnetz, Mit der auch in Ihrem Tarif verfügbaren Option Xtra Weekend, Interessiert?",,,s,,,,0,22,,11,,,,0.8888888889,,,,,,,,,
18,3,1,46,Dann sagen Sie,"Ja,",,s u,,0,,1,3,1,1,1,,0,,,,,,,,,,
